selected,url,story_id,title,relevance_score,quality_score,combined_score,read_count,vote_count,comment_count,popularity_hits,search_hits,tags,reasons,quality_reasons,synopsis
True,https://www.wattpad.com/story/311006502,311006502,Mending Morality,29.2,14.12688565378223,43.32688565378223,103964,2041,778,0,1,"[""action"", ""action-"", ""action-romance"", ""friendstolovers"", ""hurt-comfort"", ""inner-struggle"", ""marvel"", ""multiverseofmadness"", ""mçu"", ""nowayhome"", ""peterxwanda"", ""redemption"", ""regret"", ""romance"", ""scarletwitch"", ""spiderman"", ""spiderwitch"", ""texttospeech"", ""trust"", ""wattys2022"", ""Fanfiction""]","[""philosophy:morality"", ""title:morality"", ""psychology:madness"", ""cross-domain-evidence"", ""multi-signal""]","[""reads=103964"", ""votes=2041"", ""comments=778""]","They are two sides of the same coin. Peter Parker, the hero that no one remembers. Wanda Maximoff, the hero that everyone fears. Both have lost everything and everyone they care about due to their experience with the multiverse. But when a twist of fate causes the two paths to collide with one another, will they push each other away, or will this be the start of something new?

(Occurs after No Way Home and Multiverse of Madness.)"
True,https://www.wattpad.com/story/17572328,17572328,INSANITY ➳ l.h + a.i. (editing),36.2,7.0899618903583495,43.289961890358356,11516,423,105,0,1,"[""ashton"", ""hemmings"", ""insanity"", ""irwin"", ""lashton"", ""lashtonhemwin"", ""luke"", ""shortstory"", ""Fanfiction""]","[""psychology:sanity"", ""title:sanity"", ""psychology:insanity"", ""title:insanity"", ""multi-signal""]","[""reads=11516"", ""votes=423"", ""comments=105"", ""presentation:very-short-synopsis""]","❝ And we're insane but beautiful. Right? ❞

© 2014 toinsanity"
True,https://www.wattpad.com/story/112634081-tales-of-the-pearly-city-pearly-tales-vol-1,112634081,Tales of the Pearly City (Pearly Tales Vol.1) [Completed],23.0,18.606327663508345,41.606327663508345,459904,30941,3760,1,0,"[""adventure"", ""childcare"", ""comedy"", ""completed"", ""elves"", ""fantasy"", ""fiance"", ""guild"", ""intrigue"", ""lightnovel"", ""maidcafe"", ""opmaincharacter"", ""reincarnation"", ""romance"", ""rpg"", ""sci-fi"", ""videogame"", ""vrmmorpg"", ""wattys2017"", ""webnovel"", ""Adventure""]","[""philosophy:identity"", ""psychology:identity crisis"", ""cross-domain-evidence""]","[""reads=459904"", ""votes=30941"", ""comments=3760"", ""popularity-surfaces=1""]","After being reincarnated in his favorite game Jasper Toledo, otherwise known as Calloway Calphius, finds himself in the city he created 250 years after he logged out for the last time.

He disguises himself in the elf city to find out that he has been revered as a saint, and has begun a new age of the elves.

In order to find his place in this new yet familiar world he starts a guild in an age when they've become obsolete. He finds out the elven princess is his fiancé and has been waiting for his return.

He adopts an oracle girl known as the cursed child.

He even accidently starts a successful maid café.

But when a prophecy threatens his new way of life, he'll start a war with a dark shadow that's taken hold of his new home.

Follow Cal's journey as he routinely breaks down ordinary doors, makes an inordinate amount of tea, falls in love with a princess, tumbles out of trees, and faces enemies both inside and outside the Pearly City.

With all this and more awaiting our unscrupulous adventurer, let me be the first to welcome you to the City of Perils.

Mature warning, a city this perilous includes: Adult language, use of gamer terminology, suggestive themes, crying, blushing, tears, feelings, anime special effects, eye-patches, sinister plots, wanton cultural references, identity crisis, a flippant God, shipping, ships, tragedy, aggressive girlfriends, and pirate hijinks lots and lots of hijinks .

Highest ranking in Adventure:

15 on---10/12/2017

First review:

""At first, I didnt like any character, now I love them all... ...You might want to put a warning that readers just needed to survive the first chapters, because after that... FUCKING AMAZING"" -RahCol

Cover by: _crystallize_"
True,https://www.wattpad.com/story/228962490,228962490,Psychology Facts About Mind,32.6,9.005925819181728,41.60592581918173,69368,2591,66,0,1,"[""experience"", ""facts"", ""mind"", ""psychology"", ""truth"", ""Non-Fiction""]","[""psychology:psychology"", ""title:psychology"", ""strong-tag:psychology""]","[""reads=69368"", ""votes=2591"", ""comments=66"", ""presentation:very-short-synopsis""]","What's on our mind?

Source : Psychology Facts"
True,https://www.wattpad.com/story/26538982,26538982,Swallow,20.5,20.77559080298565,41.27559080298565,1904633,98448,32705,1,1,"[""bullied"", ""bullies"", ""cannibalism"", ""completed"", ""crazy"", ""crime"", ""curse"", ""dark"", ""darkmagic"", ""demon"", ""demons"", ""gore"", ""gory"", ""horror"", ""insane"", ""killer"", ""magic"", ""possessed"", ""possession"", ""psycho"", ""psychological"", ""scary"", ""thriller"", ""voodoo"", ""wattpadoriginals"", ""Horror""]","[""psychology:psychological"", ""strong-tag:psychological""]","[""reads=1904633"", ""votes=98448"", ""comments=32705"", ""popularity-surfaces=1""]","Swallow is now published as a Wattpad Book! As a Wattpad reader, you can access both the Original Edition and Books Edition upon purchase.

When Mildred wished for death on her bullies, she never expected a demon would possess her and make all her dreams come true...but is it worth her soul?

*****

After years of torment, Mildred, a meek high school student, is determined to seek revenge against her bullying classmates. She intends to curse them with dark magic, punishing them for their cruelty - but in the process Mildred accidentally opens herself up to a terrifying demonic possession. The demon inside her is only too happy to fulfill Mildred's vengeful desires. Bodies start turning up with parts missing, eaten as though mauled by a wild animal...or perhaps something darker. Powerless, Mildred realizes that the murders are changing her in more ways than one...

Content and trigger warning: This story contains scenes of violence, psychological abuse, and gore.

[[word count: 30,000-40,000 words]]

Cover designed by Jay Flores-Holz"
True,https://www.wattpad.com/story/5971819-my-perfect-bride,5971819,My Perfect Bride,20.5,19.74631554201071,40.246315542010706,1540082,38346,8823,1,0,"[""horror"", ""Horror""]","[""psychology:sanity"", ""psychology:insanity""]","[""reads=1540082"", ""votes=38346"", ""comments=8823"", ""popularity-surfaces=1""]","A honeymoon gone wrong, with no place to escape, no place to run, no place to hide and most importantly with no place for love. Story about a psychotic husband who now wants revenge because his own wife betrayed him. Ethan lost his mind when his wife reveals a dirty little secret, now the wall between sanity and insanity has been dropped.

Now the same man who vowed to protect his wife forever is after her life. After all what marriage is all about if not struggle.

""Scream all you want I will have my sweet revenge.

Don't you dare worry my dear wife

After all you are my perfect bride."""
True,https://www.wattpad.com/story/408146181,408146181,Identity Crisis,31.4,8.323050646712847,39.72305064671285,13412,862,519,0,1,"[""angstwithhappyending"", ""boyxboy"", ""campus"", ""forcedmarriage"", ""friendship"", ""murder"", ""Action""]","[""philosophy:identity"", ""title:identity"", ""psychology:identity crisis"", ""title:identity crisis"", ""cross-domain-evidence"", ""multi-signal""]","[""reads=13412"", ""votes=862"", ""comments=519"", ""presentation:very-short-synopsis""]","""ඒ කෙල්ල මට ජීවිතය දුන්නා තමයි, ඒත් එයා නිසා මට උඹේ ආදරය අහිමි වෙනවා. පණ පිටින් ඉන්න මට වඩා, මැරිලත් උඹේ හිතේ ඉන්න ඒ කෙල්ලට මම ඊර්ෂ්‍යා කරනවා.""."""
True,https://www.wattpad.com/story/231112966,231112966,EXISTENTIALISM. ༑ Lookism X Reader ༑,30.6,8.390869863959797,38.9908698639598,24152,916,273,0,1,"[""danielpark"", ""danielxreader"", ""delinquentreader"", ""fanfic"", ""femalereader"", ""insert"", ""jayhong"", ""jayyeol"", ""jayyeolxreader"", ""jonggun"", ""korea"", ""koreanschool"", ""lookism"", ""lookismxreader"", ""love"", ""marysue"", ""reader"", ""readerinsert"", ""romance"", ""webcomics"", ""webtoon"", ""webtoonxreader"", ""xreader"", ""zacklee"", ""zackleexreader"", ""Fanfiction""]","[""philosophy:existential"", ""title:existential"", ""philosophy:existentialism"", ""title:existentialism"", ""multi-signal""]","[""reads=24152"", ""votes=916"", ""comments=273"", ""presentation:very-short-synopsis""]","╭─━━━━━━━━━━━━─╮

ˢᵉᵃʳᶜʰ: [y/n] lee

╰─━━━━━━━━━━━━─╯

𝙖𝙡𝙡 𝘪𝘮𝘢𝘨𝘦𝘴 𝘷𝘪𝘥𝘦𝘰𝘴 𝘯𝘦𝘸𝘴 𝘮𝘢𝘱𝘴

【﻿１】ꜱᴇᴀʀᴄʜ ʀᴇꜱᴜʟᴛ ꜰᴏᴜɴᴅ !

╭⸻⸻ ⸻ ╮

x + -

𝚘𝚙𝚎𝚗 𝚞𝚙 𝚏𝚒𝚕𝚎 ?

𝙮𝙚𝙨 𝘯𝘰

╰⸻ ⸻⸻╯"
True,https://www.wattpad.com/story/337320320,337320320,INSANITY ⎯⎯⎯⎯ ETHAN LANDRY,22.2,16.095755073416395,38.295755073416395,279596,7475,3157,0,1,"[""ethanlandry"", ""ghostface"", ""jackchampion"", ""newyork"", ""quinnbailey"", ""scream"", ""scream6"", ""screammovies"", ""screamsix"", ""stumacher"", ""taracarpenter"", ""texttospeech"", ""Fanfiction""]","[""psychology:sanity"", ""title:sanity"", ""psychology:insanity"", ""title:insanity"", ""multi-signal""]","[""reads=279596"", ""votes=7475"", ""comments=3157""]","✷ 𝐈𝐍𝐒𝐀𝐍𝐈𝐓𝐘,

sadie macher was anything

but sane, and her psychotic

boyfriend didn't seem to help

much. so when the two become

ghostfaces together, they have

to do their best to hide their

true identities.

❪ livsbouquet / 2023 ❫

scream six

ethan landry x fem oc

completed"
True,https://www.wattpad.com/story/266012174,266012174,insanity,22.2,15.367339603122101,37.5673396031221,139861,3551,4137,0,1,"[""complete"", ""completed"", ""dreamsmp"", ""dsmp"", ""finished"", ""lmanburg"", ""lore"", ""mcyt"", ""pogtopia"", ""roleplay"", ""smpwilbur"", ""smpwilburxreader"", ""texttospeech"", ""twitch"", ""wilbur"", ""wilbursoot"", ""wilbursootxreader"", ""xreader"", ""ynstories"", ""Fanfiction""]","[""psychology:sanity"", ""title:sanity"", ""psychology:insanity"", ""title:insanity"", ""multi-signal""]","[""reads=139861"", ""votes=3551"", ""comments=4137""]","c!wilbur x fem!reader

The girl walked the oak path like she had everyday, though today was different- there stood a man.

The man who would change her life.

Together they create many amazing things, though all good things must come to an end eventually.

""till forever fall apart.""

! 𝙩𝙝𝙞𝙨 𝙞𝙨 𝙖𝙗𝙤𝙪𝙩 𝙘!𝙬𝙞𝙡𝙗𝙪𝙧 𝙖𝙣𝙙 𝗻𝗼𝘁 𝙘𝙘!𝙬𝙞𝙡𝙗𝙪𝙧 !

everything in this is based on rp, and not about real wilbur."
True,https://www.wattpad.com/story/95059501,95059501,Psychological Facts ✔,21.9,15.182847851449031,37.08284785144903,346591,6863,338,0,1,"[""amaze"", ""brain"", ""completed"", ""facts"", ""helpful"", ""life"", ""love"", ""motivation"", ""psychology"", ""qoutes"", ""school"", ""smart"", ""studies"", ""truth"", ""Random""]","[""psychology:psychological"", ""title:psychological"", ""strong-tag:psychology""]","[""reads=346591"", ""votes=6863"", ""comments=338""]","Ever wondered why you feel the way you do, or do the things you do? The way your mind functions has a lot to do with the way you are, and the things you do. It's amazing how every 'unique' mind, at some level, functions similarly.

Here are 101 facts about our psychic that are a clear indication of why things happen to us the way they do and justify our reactions for the same.

2016

-Completed-"
True,https://www.wattpad.com/story/35650795,35650795,Psychology Quotes,23.1,13.95479254412411,37.05479254412411,1075200,39830,3686,0,1,"[""1-psychology"", ""facts"", ""mental"", ""mind"", ""psychologist"", ""psychology"", ""quotes"", ""relatable"", ""Random""]","[""psychology:psychology"", ""title:psychology"", ""strong-tag:psychology""]","[""reads=1075200"", ""votes=39830"", ""comments=3686"", ""presentation:very-short-synopsis""]",Wattpad connects a global community of millions of readers and writers through the power of story
True,https://www.wattpad.com/story/150504152,150504152,PHILOSOPHY ☽ m.y.g,20.6,16.402385026727707,37.00238502672771,228675,11211,4433,0,1,"[""anger"", ""angst"", ""bangtansonyeondan"", ""bts"", ""funny"", ""hate"", ""hoseok"", ""jeonjungkook"", ""jimin"", ""jin"", ""jungkook"", ""kpop"", ""love"", ""minyoongi"", ""namjoon"", ""relationship"", ""romance"", ""seokjin"", ""suga"", ""taehyung"", ""yoongi"", ""Fanfiction""]","[""philosophy:philosophy"", ""title:philosophy"", ""philosophy:meaning of life""]","[""reads=228675"", ""votes=11211"", ""comments=4433""]","❝ What's the meaning of life? ❞

❝ Why are you asking me? Just Google it or something. ❞

❝ If Google knew it I wouldn't be asking now

would I? ❞

When a girl asks a guy who sits in front of her in literature class pointless questions."
True,https://www.wattpad.com/story/189297945,189297945,Trauma,23.5,13.315665582047805,36.81566558204781,71277,1456,313,0,1,"[""avengers"", ""bucky"", ""dog"", ""jamesbuchananbarnes"", ""ptsd"", ""steve"", ""steverogers"", ""stucky"", ""texttospeech"", ""trauma"", ""war"", ""wintersoldier"", ""Fanfiction""]","[""psychology:ptsd"", ""psychology:trauma"", ""title:trauma""]","[""reads=71277"", ""votes=1456"", ""comments=313""]","Bucky is determined to get himself a dog. And his boyfriend Steve agrees that a dog would really help his friend to overcome his anxiety attacks and his PTSD (not that Bucky would ever admit suffering from any mental disease). But the dog Bucky chooses to take in may not be suitable for him.

They say that two damaged souls may heal each other but sometimes you need more than just a good friend to heal. Sometime friendship isn't enough after all. Sometimes you need a professional to help you.

This story does contain some things that may trigger people. Am not gonna lie it is pretty sad and maybe disturbing. Animals die in this book.

Don't ever get a traumatised dog if you are not experienced at all! It will neither make you, nor the dog happy. Rescuing dogs is definitely something that should be supported but not everyone is up for the challenge.

None of these characters belong to me (well, yes, the dog does). They are all from the MARVEL universe."
True,https://www.wattpad.com/story/19230171,19230171,Psychology,23.1,13.599922010233438,36.699922010233436,107483,1544,337,0,1,"[""dark"", ""darkness"", ""elevator"", ""fear"", ""fears"", ""irrational"", ""lazy"", ""procrastinating"", ""procrastination"", ""procrastinator"", ""psychology"", ""rational"", ""Non-Fiction""]","[""psychology:psychology"", ""title:psychology"", ""strong-tag:psychology""]","[""reads=107483"", ""votes=1544"", ""comments=337""]",I'm pretty much going to tell you how I see the way the brain works. It's going to include stuff about the rational and irrational part of the brain and about fears and kind of why I think you and I have them. I think I might talk a lot about fears because they intrigue me.
True,https://www.wattpad.com/story/353325140-dead-man%27s-match,353325140,Dead Man's Match,21.5,15.01102997332932,36.51102997332932,15217,1447,5636,1,0,"[""abilities"", ""autumn"", ""darkacademia"", ""dreamlandbooks"", ""eightchapterchallenge"", ""fantasy"", ""murder"", ""mystery"", ""noromance"", ""psychological"", ""ptsd"", ""smalltown"", ""thriller"", ""urbanfantasy"", ""wattys2025"", ""ya"", ""Mystery / Thriller""]","[""psychology:ptsd"", ""strong-tag:psychological""]","[""reads=15217"", ""votes=1447"", ""comments=5636"", ""popularity-surfaces=1""]","For years, Madelyn's worst fears have only resided in her head, feeding off her heightened sense of her surroundings and unfortunate experiences and accidents in her past.

That's why her schooling is more than just assignments, tests, and high school drama. The Eralyn Academy of Secondary Education provides her with a once-in-a-lifetime chance to develop her special ability. It's her safe haven, a place where she can strive to one day control her ability and anxiety - at least, it is until things take a deadly turn.

When Madelyn is dared to sign up for the school's joke of a dating app, she reluctantly complies. But when she arrives on the first date, she realizes that she's been matched with a dead man. Caught up in an investigation and ruminations running wild, Madelyn seeks to uncover who the real murderer is in a desperate attempt to outrun one increasingly deafening thought:

Is she a killer?

Wattys 2025 Winner

Ambys 2025 Grand Favorite

Open Door Awards 2024 - Honorable Mention for Mystery/ Thriller

3x Featured: @Fright @Mystery & @Action

Trigger Warnings: Themes of death, anxiety/ ocd, and ptsd."
True,https://www.wattpad.com/story/145519856,145519856,Insanity,22.2,14.306917125332767,36.50691712533276,140861,3461,370,0,1,"[""bonniebennet"", ""cameronmonaghan"", ""carolineforbes"", ""chriswood"", ""crossover"", ""crossoverfanfiction"", ""damon"", ""damonsalvatore"", ""elenagilbert"", ""fanfiction"", ""gotham"", ""jerome"", ""jeromevaleska"", ""kai"", ""kaiparker"", ""malachai"", ""prisonworld"", ""stefansalvatore"", ""texttospeech"", ""vampirediaries"", ""wattys2019"", ""Fanfiction""]","[""psychology:sanity"", ""title:sanity"", ""psychology:insanity"", ""title:insanity"", ""multi-signal""]","[""reads=140861"", ""votes=3461"", ""comments=370""]","Jerome Valeska Gilbert. Meet Elena Gilberts crazy older brother. When he dies he gets stuck on the other side and dragged into the prison world with Bonnie and Damon. This is the story of how he meets Kai Parker and chaos is born.

Sequel - The Original Psychos

Follows most of Vampire Diaries plot line and some of Gothams. You don't need to have seen Gotham to understand this story as the character is only based from Gotham.

I don't own Gotham, Vampire Diaries or any of the characters. All rights go to their respectful owners."
True,https://www.wattpad.com/story/354353384,354353384,Insanity,22.2,12.47918575403365,34.679185754033654,544140,15119,1193,0,1,"[""bloc"", ""boylove"", ""boytoboy"", ""btob"", ""lgbt"", ""mafia"", ""myanmarfic"", ""romance"", ""Romance""]","[""psychology:sanity"", ""title:sanity"", ""psychology:insanity"", ""title:insanity"", ""multi-signal""]","[""reads=544140"", ""votes=15119"", ""comments=1193"", ""presentation:very-short-synopsis""]","{အဂ္ဂမဟာ+မာန်ရှိန်ပြင်း}

{အဂၢမဟာ+မာန္႐ွိန္ျပင္း}

(Dr.မာန်က အဂ္ဂအပိုင်!)

(Dr.မာန္က အဂၢအပိုင္!)"
True,https://www.wattpad.com/story/65343138,65343138,Midnight Philosophy ✓,23.1,11.338786154559182,34.43878615455918,100200,7896,1743,0,1,"[""lgbt"", ""micah"", ""midnight"", ""northbynorth"", ""philosophy"", ""shortstory"", ""sol"", ""taygetsthegay"", ""university"", ""weneeddiversity"", ""Short Story""]","[""philosophy:philosophy"", ""title:philosophy"", ""strong-tag:philosophy""]","[""reads=100200"", ""votes=7896"", ""comments=1743"", ""presentation:very-short-synopsis""]",Conversations between a self-professed narcissist and a baby-faced coffee-addict at ungodly hours.
True,https://www.wattpad.com/story/393915235,393915235,Shadows of Identity,20.3,13.137789141297269,33.43778914129727,39070,2127,242,0,1,"[""blseries"", ""boyxboy"", ""detective"", ""dew"", ""dewtee"", ""fanfiction"", ""gay"", ""gaylove"", ""junior"", ""juniormark"", ""lgbt"", ""mark"", ""mxm"", ""mystery"", ""nani"", ""sky"", ""skynani"", ""tee"", ""thaibl"", ""thriller"", ""Fanfiction""]","[""philosophy:identity"", ""title:identity"", ""philosophy:stoic""]","[""reads=39070"", ""votes=2127"", ""comments=242""]","Nani, a soft-hearted university student, lives a quiet life overshadowed by his older twin brother, MJ-a cold, calculating detective feared and respected at HQ. But when an attempt on Nani's life leaves him comatose, fate twists in the most impossible way: he wakes up in MJ's body.

Trapped in a world he doesn't understand, Nani struggles to play the role of a man he never truly knew. As he searches for the truth behind his attack, he crosses paths with Sky-MJ's stoic colleague who begins to see a strange new warmth in the man he once despised.

What begins as a dangerous deception slowly becomes something much more complicated... and much more human.

A story of identity, secrets, and the love that finds us when we least expect it."
True,https://www.wattpad.com/story/356017567,356017567,Psychological Torture • The Boys,18.4,12.40397886792391,30.80397886792391,35822,1157,123,0,1,"[""billybutcher"", ""blackoc"", ""blackreader"", ""genv"", ""homelander"", ""hughiecampbell"", ""mentallyunstable"", ""starlight"", ""supe"", ""theboys"", ""theboystv"", ""Fanfiction""]","[""psychology:psychological"", ""title:psychological"", ""psychology:mental health""]","[""reads=35822"", ""votes=1157"", ""comments=123""]","""you and I both know I can just make you do whatever the fuck I want, right?""

or...

In which Vought's most powerful supe is young adult with severe mental health issues and an intense cotton candy addiction

! I own none of 'The Boys' characters. I only own my original characters !"
True,https://www.wattpad.com/story/220648404,220648404,Trauma,17.0,13.162403625375937,30.162403625375937,23946,595,3121,0,1,"[""abuse"", ""billyboi"", ""depression"", ""dipperpines"", ""dipperxlilly"", ""dipperxpacifica"", ""dorito"", ""flashbacks"", ""gravityfalls"", ""lilly"", ""mabel"", ""mabelpines"", ""pacífica"", ""pinetrees"", ""romance"", ""shipping"", ""shootingstars"", ""stanford"", ""stanley"", ""suicide"", ""tourture"", ""trauma"", ""wendy"", ""Fanfiction""]","[""psychology:ptsd"", ""psychology:trauma"", ""title:trauma""]","[""reads=23946"", ""votes=595"", ""comments=3121""]","Who would have ever thought that the once brave and adventurous Dipper Pines would be broken and sobbing on the ground screaming for mercy to a force that only exists in his mind?

Who would have known that a simple memorable summer in a strange town named Gravity Falls would leave mental scars on a twelve year old?

Who would have known that three years later those scars still remain?

And who would have thought that a girl with light hair and blue eyes would be such a big part in Dippers story?

TW: this contains suicide, suicidal thoughts, panic and ptsd attacks.

AUTHORS NOTE: WARNING, I DID WRITE THIS WHEN I WAS 15, SO PLEASE BE WARNED THIS DOESNT MAKE MUCH SENSE AT TIMES AND I DIDNT DO MUCH RESEARCH AT ALL SO READ AT YOUR OWN RISK. IF YOUR LOOKING FOR AN AGNST FIC, THIS IS A GOOD ONE BUT LIKE I SAID, IT DOESNT MAKE MUCH SENSE AND WAS WRITTEN JUST FOR THE SAKE OF TOURTUREING DIPPER."
