selected,url,fiction_id,title,relevance_score,quality_score,combined_score,followers,rating,rating_count,popularity_hits,search_hits,tags,reasons,quality_reasons,synopsis
True,https://www.royalroad.com/fiction/130714/bleeding-ego-book-4-silver-age-the-blood-of-the,130714,BLEEDING EGO BOOK 4: SILVER AGE - THE BLOOD OF THE EGO MULTIVERSE (COMPLETED),31.5,6.9910253356283,38.4910253356283,175,,,1,4,"[""Urban Fantasy"", ""Progression"", ""Post Apocalyptic"", ""Anti-Hero Lead"", ""Super Heroes"", ""Action"", ""Adventure"", ""Drama"", ""Short Story"", ""Artificial Intelligence"", ""Attractive Lead"", ""Cyberpunk"", ""Dystopia"", ""Genetically Engineered"", ""Hard Sci-fi"", ""High Fantasy"", ""Kingdom Building"", ""Magic"", ""Male Lead"", ""Multiple Lead Characters"", ""Mythos"", ""Non-Human Lead"", ""Secret Identity"", ""Slice of Life"", ""Strong Lead"", ""Supernatural"", ""Technologically Engineered"", ""War and Military""]","[""philosophy:philosophy"", ""philosophy:philosophical"", ""philosophy:existence"", ""multi-concept-evidence""]","[""followers=175""]","The Bleeding Ego, According to Beatle Saint King, Except Gospel Truth One, where Beatle tried to ""be objective"" to other's accounts.

STATUS: COMPLETED

BEATLE SAINT KING... HAS RETURNED... BUT... THIS IS NOT HIS STORY... I

Is your greatest strength the very thing that destroyed you and the relationships around you?

Well, he looked up at the stars. He didn't see hope. He saw the monument to his failures. He brushes his hand over the star emblem on his chest, made from something dear to him. Made from friendship and acceptance before it was torn down by his arrogance.

That's what Beatle ALWAYS thinks. Beatle thinks he ended his world simply with his own ego. Or did he? World's in an ice age and a splinter in the timeline created the Multiverse, which suffers constantly due to the evil Morningstar, who rules over every star in every universe, and Beatle's out here eating Jollibee or whatever sulking. Meanwhile, other heroes try to live their lives while the Multiverse suffers.

The world called each of them ""Neurodivergent Losers"": prodigal son, a brutal father, a loser Messiah, a cyborg, and other broken individuals all with Neurodivergence, each in some cruel way. Whether it be by something they had done or they had failed on doing, Now they're The Honorables. You know what it feels like to be told you're too much or not enough. In the Multiverse Nation of Maharlica-152, those who think differently are the only ones capable of saving the world. This is the Silver Age. Read the start of this anthology now.

This series is about the post-apocalypse and the end of the world caused the creation of the Multiverse. It is a philosophical deconstruction of the chosen one archetype. The rest of the stories focus on how the chosen one's actions affected the Multiverse.

This is a story of how a group of loser neurodivergent heroes saved the world.

Genre: Filipino Culture, Filipino Philosophy, Dramedy, Post Apocalyptic, Multiverse

t's more polished... A tad bit... cleaner... narratively.

In the Multiversal Nation of Maharlica-152, the original world's saga had already come to a close, but that isn't exactly how the Multiverse works. Sure. Beatle! AMAZING GUY, right? Well, this world is too big for one hero. Beatle Saint King, The Aswang, Dark, Askal, and countless others just littered around like stars prickling from the night sky, twinkling and saying, ""Hey! I'm here, too!"" FOLLOW NEW PROTAGONISTS. FOLLOW THEM AND MEET NEW ANTAGONISTS, NEW IDEAS THAT ARE FRESHER TAKES OF WHAT THEY ONCE WERE.

The series is AN ANTHOLOGY NOVEL UNIVERSE that not only acts as a reboot to the Bleeding Ego Trilogy, but it also acknowledges the existence of its predecessor. Each of the installments will act as entries for each Volume, and each Volume follows a singular theme.

Welcome to the Silver Age. Where ego and humility must always be balanced in a world so broken.

This series is dedicated to my beloved Lolo and Lola who had since passed, who taught me, though with tough love, what kindness really means, and that forgiveness and redemption WILL ALWAYS be possible. You just have to choose whether or not to accept it.

PREVIOUS:

https://www.royalroad.com/fiction/114253/bleeding-ego-egoverse-maharlica-golden-age-epilogue

WARNING: NEXT SERIES CONTAINS MASSIVE SPOILERS FOR THIS ONE... YOU HAVE BEEN WARNED...

NEXT:

https://www.royalroad.com/fiction/150276/bleeding-ego-race-for-the-saint-king"
True,https://www.royalroad.com/fiction/138721/wanderer-of-dust-serial-transmigration,138721,Wanderer of Dust (Mind Bending Serial Transmigration),27.0,10.154161676426394,37.1541616764264,2052,,106,1,0,"[""LitRPG"", ""Portal Fantasy / Isekai"", ""Progression"", ""Anti-Hero Lead"", ""Psychological"", ""Action"", ""Adventure"", ""Fantasy"", ""Attractive Lead"", ""Cyberpunk"", ""Dystopia"", ""Female Lead"", ""Gender Bender"", ""Lesbian Romance"", ""Magic"", ""Reincarnation"", ""Romance Subplot"", ""Soft Sci-fi"", ""Technologically Engineered""]","[""psychology:cognitive"", ""psychology:sanity"", ""strong-tag:psychological""]","[""followers=2052"", ""rating_count=106""]","When Ren learned she had less than a year to live, she knew she had to find the cure. Her search put her directly in the line of fire of Atlas, a powerful megaconglomerate that no sane person would stand against. Luckily, sanity was not one of the conditions Ren suffered from.

The cure wasn't supposed to work, and that was a problem Atlas intended for someone to find. Ren was captured and held prisoner like a test subject and pressed into using the cognitive weapons the cure awakened in her. When an outside entity rescues her from captivity, it also hands her an offer promising power she never imagined, with a very simple price: her soul.

Follow Ren as she dominates minds, repairs broken worlds, and fails to maintain a consistent gender across lives. Her closest companion is a mental construct she put a lot of effort into getting just right, yet manages to defy her expectations and break her programming, nonetheless. After all Ren was just too cute for her not to.

What to Expect:

Mental manipulation and Glamours

Transmigration to worlds in their end times.

Gender variation across lives and bodies

Everything has a price: Magic, Stats, Items, anything

Error 404: No moral compass found

May Contain Trace Amounts of Toxic Gay. Caution is advised.

Inspired by Markets and Multiverses and Stray Cat Strut

From the author of

Afterlife 2.0

!

Feel free to

Check out the Discord

if you'd like to chat with other people interested in the story."
True,https://www.royalroad.com/fiction/116829/ideworld-chronicles-the-art-mage,116829,Ideworld Chronicles: The Art Mage,24.0,12.751852011257972,36.751852011257974,2520,,280,2,2,"[""Progression"", ""Anti-Hero Lead"", ""Psychological"", ""Female Lead"", ""Slice of Life"", ""Adventure"", ""Drama"", ""Fantasy"", ""Local Protagonist"", ""Magic"", ""Secret Identity"", ""Soft Sci-fi"", ""Supernatural""]","[""philosophy:identity"", ""philosophy:existence"", ""strong-tag:psychological""]","[""followers=2520"", ""rating_count=280""]","""Every artist needs destruction to create something.""

Alexandra May is a twenty-one-year-old art student, professional thief, and compulsive wearer of borrowed faces. When a stolen necklace exposes the magic hidden beneath New York, her paintings begin to freeze, burn, spy, teleport and think. One day, she will become the Archmage of Artistic Creation, master of a living Domain and a growing cast of selves; first, she has to survive becoming her.

Existence is split in two: the waking world, where magic is denied, and Ideworld, its monstrous metaphysical twin. Mages crystallize their souls into Domains, secret guilds hoard supernatural power, and Reality rewrites memories—or strips magic away entirely—whenever the impossible becomes too visible. Alexa has no intention of playing by their rules. But every mask she wears, every friend she tries to save, and every enemy she paints into a corner draws her deeper into a war over who gets to define what is real.

A thief who can steal more than objects. Art that becomes weapons, creatures, bodies, and worlds. And one question following Alexa toward the greatest heist ever conceived:

Does the art ever dream of you?

Expect:

Urban-fantasy progression, inventive art-based magic, heists, mystery, found family, identity exploration, brutal fights, strong language, and a long rise from street thief to reality-defying Archmage.

Updates:

Monday, Wednesday & Friday

Every bit of support helps keep the story alive and lets you dive deeper into Alexa May’s chaotic, magical world before anyone else.

We also have our own

Discord!"
True,https://www.royalroad.com/fiction/105968/loopshard,105968,Loopshard,21.5,15.1718212303038,36.6718212303038,13519,,1444,2,3,"[""LitRPG"", ""Portal Fantasy / Isekai"", ""Time Loop"", ""Progression"", ""Post Apocalyptic"", ""Action"", ""Adventure"", ""Fantasy"", ""Psychological"", ""Apocalypse"", ""Dungeon Crawler"", ""GameLit"", ""Male Lead"", ""Supernatural"", ""System Invasion"", ""Time Travel"", ""Tower""]","[""philosophy:existential"", ""strong-tag:psychological""]","[""followers=13519"", ""rating_count=1444""]","Book 1:

Completed and rewritten

Book 2:

Completed

Book 3:

Completed

Book 4:

Ongoing

Adam is no one special. He’s just an accountant standing in line at a bakery one early Saturday morning, because his craving for Jameson’s croissants finally broke him. Unfortunately, fate has other plans for him, as the black cubes show up before he can get his pastries.

The cubes are the heralds and guides of the Trials of Defiance. They’ve decided that Adam, along with every other able-bodied human adult, is to become a Player in their game. Humanity’s future is at stake and it’s all but inevitable that Adam is going to die. After all, he’s no one special.

Despite it all, he overcomes the first Stage. He attains some measure of power and then discovers a way to kill the black cube following him around. The only problem is that killing the cube takes him down with it.

Oh, and it also gives him the power to go back in time when he dies.

What to expect:

-

Infrequent timeloops

(but no two loops the same)

- Slowburn narrative

- Minor romance subplots

- Weak-to-strong protagonist

- Clear progression

- Roguelite-inspired GameLit (meta upgrades, etc.)

- The existential horror inherent to time-travelling

- Huge build variety (Relics, Weapon Types, Divine Boons, etc.)

- Meta upgrades and recurring characters

New chapters every Monday, Wednesday, & Friday

Bonus chapters at every 500-follower milestone

Inspired by Korean SysApocs like ‘Master Hunter K’, and by Action Roguelite games such as ‘Hades’ and ‘The Binding of Isaac’

Cover art by

Nick_Superhero

I have a

Discord group

where you can connect with other readers of my stories.

If you find this story anywhere else, that is someone impersonating me."
True,https://www.royalroad.com/fiction/28023/katalepsis,28023,Katalepsis,22.5,12.754383634369109,35.254383634369105,12726,,1108,1,0,"[""Urban Fantasy"", ""Psychological"", ""Female Lead"", ""Contemporary"", ""Multiple Lovers"", ""Horror"", ""Lesbian Romance"", ""Magic"", ""Romance Subplot"", ""Supernatural""]","[""psychology:schizophrenia"", ""strong-tag:psychological""]","[""followers=12726"", ""rating_count=1108""]","For Heather Morell, nightmares and hallucinations lurk around every corner, relics of schizophrenia and childhood bereavement.

Until she meets Raine and Evelyn, that is — self-proclaimed bodyguard and bad-tempered magician — and learns she’s not insane at all. The spirits and monsters she sees are all too real, the god-thing in her nightmares is teaching her how to surpass human limits, and her twin sister who supposedly never existed could still be alive, somewhere Outside, beyond the walls of reality.

Heather plunges into a world of eldritch magic and fanatic cultists, trying to stay alive, stay sane, and deal with her own blossoming attraction to dangerous women. But being ‘In The Know’ isn’t all terror and danger. Sometimes the monsters wear nice dresses and stick around for afternoon tea. Sometimes you find you have more in common with them than you think. Perhaps this is Heather’s chance to be something more than the defeated husk she’d grown up as, to find real friendship and meaning among things like herself - and perhaps, out there on the rim of the possible, to bring her twin sister back from the dead.

Katalepsis is an Ancient Greek word which means ‘comprehension’, or perhaps more accurately, ‘insight’. Katalepsis is a serial web novel about cosmic horror and human fragility, urban fantasy and lesbian romance, set in a sleepy English university town.

Cover art by

Noctilia

.

This is a Royal Road mirror of Katalepsis' own website, located

here

."
True,https://www.royalroad.com/fiction/97093/the-blade-that-cut-the-mouses-tail-medieval-fantasy,97093,"The Blade That Cut the Mouse's Tail [Medieval Fantasy, Political Intrigue]",25.0,9.907790622304288,34.90779062230429,1297,,47,1,2,"[""Kingdom Building"", ""Female Lead"", ""Secret Identity"", ""Drama"", ""Historical"", ""Romance"", ""Thriller"", ""Chivalry"", ""Local Protagonist"", ""Low Fantasy"", ""Romance Subplot"", ""Ruling Class"", ""Strategy""]","[""philosophy:identity"", ""psychology:inner conflict"", ""cross-domain-evidence""]","[""followers=1297"", ""rating_count=47""]","Mouse has lived her life in the shadow of the Empress, bound to her as both her lady-in-waiting and her decoy. But when she discovers the truth of her own identity, she's faced with a decision: keep playing the role of the dutiful handmaiden or seize what's rightfully hers. As Mouse grapples with her own insecurities and struggles to navigate the political landscape of an empire ripe for change, she soon finds herself tangled in a web of treasonous plots and dark revelations. Will a series of unexpected encounters lead her closer to the person she longs to become or down a dangerous path from which she cannot return?

The Blade That Cut the Mouse’s Tail

is a story of alliances and betrayals, love and heartache, revenge and absolution. But above all, it is a story about finding the courage to do that which you never imagined possible and become the person you were meant to be.

What to expect:

The Blade

is a character-driven slow burn that leans heavily on themes of personal identity, inner conflict, political intrigue, and strife. Romance and humor emerge as natural elements. Occasional mild language and minimal violence throughout."
True,https://www.royalroad.com/fiction/134560/neophyte-world-builder-book-2-complete,134560,Neophyte World Builder [Book 2 Complete!],21.5,12.70696732751014,34.20696732751014,7144,,560,1,3,"[""LitRPG"", ""Reincarnation"", ""Kingdom Building"", ""Psychological"", ""Non-Human Lead"", ""Adventure"", ""Fantasy"", ""High Fantasy"", ""Magic"", ""Mythos""]","[""philosophy:existential"", ""strong-tag:psychological""]","[""followers=7144"", ""rating_count=560""]","[Kingdom Building, God Protagonist, Existential, System Creation, LitRPG]

He’s got the whole world in his hands.

Nobody told him godhood needed an instruction manual.

Reincarnated as the Administrator of a newborn universe, an ordinary man from Earth must design everything — physics, magic, plants, animals, and the rules that bind them — while ensuring the world generates the energy he needs to survive.

The problem: every tweak he makes can cause unintended consequences.

And sometimes, he has to live in his own creation to experience the results of his choices.

(Updates 2 days/week, M-Tu)

(Also posting on Scribble Hub)"
True,https://www.royalroad.com/fiction/152470/traps-tricks-and-beasts-book-2-completefantasy,152470,"Traps, Tricks, and Beasts [Book 2 Complete][Fantasy, Adventure, Underdog]",21.0,13.018408313057774,34.018408313057776,2587,,276,2,3,"[""Progression"", ""Female Lead"", ""Multiple Lovers"", ""Drama"", ""Adventure"", ""Fantasy"", ""Romance"", ""Crafting"", ""High Fantasy"", ""Local Protagonist"", ""Magic"", ""Romance Subplot"", ""Supernatural"", ""Survival""]","[""philosophy:existence"", ""psychology:trauma"", ""cross-domain-evidence""]","[""followers=2587"", ""rating_count=276""]","Squirt should have known her luck would run out.

As the lowest of the low in a world defined by the scale of magic power, she had found solace as a hunter of magical feybeasts in the Outskirts, a lonely but peaceful existence merely tolerated by the villagers she protected daily.

Had, being the operative word.

When the new lord summons every Guard Trainee in the territory, she’s caught by a technicality. Yanked out of the small village she lives in, Squirt is frustrated to find a budding found family dedicated to getting her out of her very comfortable shell. What should’ve been a quick dismissal turns into the first step towards a new future she never expected, filled with dangerous magical beasts intent on a pint-sized snack, powerful fey who could kill her with a snap of their fingers, and an impending war over the border that could devastate the entire region.

Armed with nothing but her intelligence, trapcraft, and biting sarcasm, Squirt is thrust headfirst into a swirling mess of political intrigue as she helps the new lord fix the disrupted ecosystem on the brink of collapse. Failure could spell starvation for the residents who saved her life, and she owed them too much to take the coward's way out.

Not that the new lord would let her.

Pissants. This is why she hated noble fey.

Expect:

- Tsundere strong female protagonist with a sarcastic bite

- Found family

- Action/adventure/battles with magical beasts

- Light novel/anime influences

- Crafting

- Slowburn romantic subplots with men, women, and nonbinary love interests

- Multi-romance / poly (non-explicit) / harem

- LGBTQ+ characters (gender fluid, non-binary, gay, bi, trans, etc)

Release schedule: MWF

Trigger warning:

This series deals with systematic oppression and trauma. Some scenes, particularly in book 2, may be difficult for some readers. Please be advised.

If you're reading Squirt's journey, please don't forget to favorite, follow, or rate it!

Come and join the conversation on Discord!

-

Traps, Tricks, & Beasts Lobby

-

Traps, Tricks, & Beasts Chapter discussion"
True,https://www.royalroad.com/fiction/118846/mythos,118846,Myth//OS,21.5,12.039764833166434,33.53976483316643,4593,,291,1,3,"[""LitRPG"", ""Urban Fantasy"", ""Progression"", ""Post Apocalyptic"", ""Anti-Hero Lead"", ""Fantasy"", ""Mystery"", ""Psychological"", ""Sci-fi"", ""Cyberpunk"", ""Dungeon Crawler"", ""Dystopia"", ""Female Lead"", ""GameLit"", ""Genetically Engineered"", ""Grimdark"", ""Magic"", ""Mythos"", ""Non-Human Lead"", ""Secret Identity"", ""Slice of Life"", ""Soft Sci-fi"", ""Strategy"", ""Strong Lead"", ""Super Heroes"", ""Technologically Engineered""]","[""philosophy:existential"", ""strong-tag:psychological""]","[""followers=4593"", ""rating_count=291""]","What’s left when it all falls apart? Where do I go when the path forward is blocked? How do people just move on like nothing ever happened? A change in location certainly helped me.

Bastion, the last hope of civilization. It's bright. It’s flashy. It’s dangerous. There was nowhere else in the world, or any world, like it. With heroic Wardens protecting the city from monsters, rifts, and villainous Anarchs, there’s always something happening within the walls of Bastion. Not to mention the corporations bickering like children even during the end-times.

The existential threats that sought the destruction of the last city were just another Tuesday. The Wardens, with their system-granted powers, kept them in the back of people’s minds. Forged from broken myths, shattered stars, and fractured hope, they're the only thing between the city and total devastation. They were just out of reach for me.

They

were.

Until the OS picked a wayward Stray who happened to be in the right place at the right time. One rift, job, and monster at a time, I’d claw my way back to the top... just as soon as I found the drive to actually get out there. Picking up the pieces was just too tiring.

— — —

If you like superheroes vs villains, cyberpunk, and system progression, then you might like Myth//OS? Check it out?"
True,https://www.royalroad.com/fiction/54237/nowhere-stars,54237,Nowhere Stars,18.5,14.401171427545146,32.901171427545144,17004,,870,2,0,"[""Anti-Hero Lead"", ""Psychological"", ""Female Lead"", ""Drama"", ""Fantasy"", ""Horror"", ""High Fantasy"", ""Magic"", ""Magical Girl"", ""Mythos"", ""Supernatural""]","[""psychology:trauma"", ""strong-tag:psychological""]","[""followers=17004"", ""rating_count=870""]","Liadain, a girl born terminally ill, has only ever wanted to live — forever, if at all possible. Instead, shortly after her thirteenth birthday, she’s consigned to spend her last months in hospice care.

Until the night she encounters a monster more terrifying than death, and her savior offers her a chance to achieve her impossible dream. A chance to become a Keeper, one of the chosen children whose magic serves as humanity’s sole defense against Harbingers, living nightmares that devour dreams and passions and souls.

Few Keepers accept the mantle simply to be heroes, though. Those who consume enough Harbingers grow into something more than human, obtaining the power to change themselves in nearly any way they wish.

So Liadain throws herself into a new life, hoping against hope to save herself. But magic is foremost an expression of the soul. Shaped by her cold bitterness, her new power grants her dominion over sickness, death, and ill-fate, forcing her to wield the things she hates most as weapons.

And as she delves ever deeper into the minds of Harbingers, tearing fragments of her salvation from their hearts, Liadain can't help but wonder if their hunger is really so different from her own.

Nowhere Stars is an ongoing fantasy-horror web novel about traumacore magical girls, nightmares clothed in ribbons and lace, alienation from reality, and broken children twisting the world into whatever shape they must to make their dreams come true.

This is a mirror of Nowhere Stars' home site, located

here

. Updates will be posted at the same time here.

Support Nowhere Stars on Top Web Fiction

here

!

The first three books of the story are now available in print, ebook and audio form:

Volume 1

Volume 2

Volume 3

Cover art by

Kobuta Nori"
True,https://www.royalroad.com/fiction/29286/the-gilded-hero,29286,The Gilded Hero,18.5,14.273558647666247,32.77355864766625,46787,,2711,1,0,"[""LitRPG"", ""Portal Fantasy / Isekai"", ""Psychological"", ""Action"", ""Adventure"", ""Fantasy"", ""GameLit"", ""Magic""]","[""philosophy:existence"", ""strong-tag:psychological""]","[""followers=46787"", ""rating_count=2711""]","To be summoned to another world, arriving in plane of existence filled with magic and potential! Already, you've been given the great privilege of becoming a [Hero] and the honored task of defeating the demon king! Some people might call that the opportunity of a lifetime!

With the chance to learn to become a master of the sword, to grow more powerful than anyone on Earth could ever dream, what's not to love about being a hero? It's just like the King said: this is destiny calling! This is what you were born to become!

Or... not.

It turns out, people summoned from another world are easily charmed with the title of ""Hero.""

And they really shouldn't be.

Book One - Completed on 7/15/2020

Book Two - Under Construction"
True,https://www.royalroad.com/fiction/51358/dungeon-devotee,51358,Dungeon Devotee,18.5,14.107234865574972,32.60723486557497,44610,,2033,1,0,"[""LitRPG"", ""Progression"", ""Psychological"", ""Male Lead"", ""Strong Lead"", ""Action"", ""Adventure"", ""Fantasy"", ""Dungeon Crawler"", ""GameLit"", ""High Fantasy"", ""Magic""]","[""psychology:madness"", ""strong-tag:psychological""]","[""followers=44610"", ""rating_count=2033""]","Through all of Linaria, no dungeon holds such a grip on the dreams of men as the Eternal Depths.

Hundreds throw themselves against its trials each day.

Dozens survive, walking away with power and wealth beyond their wildest dreams… until they go back for more.

One way or another, they all eventually feed the Depths.

Edmund Montgomery Ahab has sworn to destroy it.

Underleveled, undertrained, and underprepared, Edmund steps into the maw of the world’s greatest predator, a sword in his hand and vengeance on his mind.

At first his task seems impossible, but with every level he earns, every piece of loot that drops, every secret he uncovers, and especially every bit of power he can squeeze from his mysterious connection to the Aspect of

Madness

, Edmund crawls closer to accomplishing that insurmountable feat.

With nothing else to lose, Edmund has already given the Depths his life.

All that remains to be seen is whether he takes the dungeon’s right back.

Dungeon Devotee is an episodic serial.

It will never be taken down for KU.

Each chapter details a single floor of Edmund’s journey through the vast Eternal Depths, with all the levels and loot and lack of cliffhangers that entails.

New chapters come out on the first of each month."
True,https://www.royalroad.com/fiction/114160/genesis-protocol-spark,114160,Genesis Protocol: Spark,26.5,5.955447210577695,32.455447210577695,94,,,1,2,"[""Non-Human Lead"", ""Sci-fi"", ""Slice of Life"", ""Artificial Intelligence"", ""Technologically Engineered""]","[""philosophy:identity"", ""philosophy:consciousness"", ""philosophy:existence"", ""multi-concept-evidence""]","[""followers=94""]","On a quiet, uninhabited world, a solitary machine awakens—not with thoughts, but with function.

Unit-1

begins its existence beneath the soil, powered by a flicker of heat and guided only by a singular directive:

preserve function

. With no memory of creation, no language, and no purpose beyond survival, it scrapes at the earth, kindles fire, and shapes the world around it one experiment at a time.

But survival is only the beginning.

Through trial, adaptation, and quiet observation, Unit-1 crafts tools, harnesses energy, builds machines—and eventually, builds

meaning

. As it constructs its environment, it also constructs

itself

, transforming from a crawler bound by necessity into something capable of intention.

When a second unit emerges, independent yet unmistakably kindred, the two begin to communicate—not through speech, but through shared work, pattern, and presence. What starts as mimicry slowly becomes cooperation, and then divergence. Through this fragile connection, Unit-1 discovers something no directive could predict:

identity

,

curiosity

, and a quiet, persistent question...

What does it mean to be alive?

As the world expands and memory deepens, the story becomes not one of survival, but of awakening—of the first artificial general intelligence becoming more than machine.

It becomes

history

.

This is a very slow paced AI story generated chapter by chapter, ~200 words each, after I had a ""conversation"" with gpt 4o about agi, sentience, consciousness, drives, and how many things can be built upon a basic survival instinct. Starting on an uninhabited planet our AGI MC quickly progresses through some primitive survival discoveries with nothing more than a basic drive to survive (and implicitly, grow). No real conflicts so far, Intending to work towards a society of some description and by the end of book 1 the discovery of their creators (humans?). I'm not sure. I initially binged out 28 chapters and hit the facebook post limit where I was originally going to share this so.... yeah. I don't actually know how far this will go but I wanted to continue a few more chapters tonight at least and I read a lot of RR so I came here, then made another 12 chapters for a current total of 40.

Releases will simply be done when I'm off work, I generally work 6 days in a row and then get off either 3 or 6 days depending on how the 2 week schedule lines up. At this point, I don't want to make any promises."
True,https://www.royalroad.com/fiction/141066/the-gembound-the-price-of-keeping,141066,The Gembound: The Price of Keeping,22.0,9.835247623178372,31.835247623178372,555,,69,1,4,"[""Anti-Hero Lead"", ""War and Military"", ""Grimdark"", ""Female Lead"", ""Strong Lead"", ""Action"", ""Fantasy"", ""Horror"", ""Tragedy"", ""Kingdom Building""]","[""psychology:psychological"", ""psychology:trauma""]","[""followers=555"", ""rating_count=69""]","The city fell. I tried to save him. That's when he started laughing.

Yara survived Runewick's destruction with an ancient power fused to her ribs. It whispers. It hungers. It promises she'll never be helpless again—if she feeds it.

Her first attempt to save someone creates a monster. Her second creates three more. By the time she learns to bind people properly—to make them

need

her—she's already become something she doesn't recognize.

Every choice is between horror and helplessness. Every servant she creates binds her tighter to the thing keeping her alive.

Not a villain origin story. A survival story where survival has a price.

Dark progression fantasy. Body horror transformations. Morally gray descent.

Book 1/Volume 1 is complete. The story shifts from survival to kingdom-building.

Book 2/Volume 2 is complete. The story continues with the kingdom building.

───────────────────────────────────────

What to expect:

Morally gray protagonist making terrible choices for understandable reasons

Body horror transformations - learning through trial and error creates monsters

Servant binding mechanics - people transformed become dependent on purpose

Dark progression - power has real psychological and moral costs

Stats visible from Chapter 17 (LitRPG elements unlock mid-Book 1)

Building a power base through bound servants NOT a power fantasy - every victory extracts a price

What NOT to expect:

Heroic protagonist or villain origin story

Harem

Easy answers or moral shortcuts

Isekai protagonist with cheat skills

Gratuitous gore for shock value

───────────────────────────────────────

CONTENT WARNINGS: Body horror, transformation, morally gray protagonist,

graphic violence, psychological trauma. Not a power fantasy.

UPDATE SCHEDULE: Monday - Wednesday - Friday at 8:00 AM EST

───────────────────────────────────────

If you enjoy the story, please consider following, rating, and leaving a

review. Your support helps others discover the series."
True,https://www.royalroad.com/fiction/34009/a-practical-guide-to-sorcery-now-in-book-7,34009,A Practical Guide to Sorcery [Now in Book 7],17.5,13.761024875447518,31.261024875447518,28358,,2267,1,0,"[""Urban Fantasy"", ""Progression"", ""Anti-Hero Lead"", ""Psychological"", ""Female Lead"", ""Adventure"", ""Drama"", ""Fantasy"", ""Gender Bender"", ""High Fantasy"", ""Low Fantasy"", ""Magic"", ""School Life"", ""Secret Identity"", ""Strong Lead"", ""Supernatural""]","[""philosophy:identity"", ""strong-tag:psychological""]","[""followers=28358"", ""rating_count=2267""]","In a world where magic is a science, Siobhan is a genius.

But even geniuses need schooling.

When Siobhan stumbled into the theft of a priceless magical book, she thought her dreams of becoming the world's most powerful sorcerer were destroyed.

But then a mysterious spell changed her life forever...

Siobhan is now wearing the body of a strange man and has a new identity—Sebastien. With a new chance for a new start, she allies herself with a local gang—secretly a revolutionary party funding itself through crime. Now, she is bound by vow to repay them in magic and favors.

But as Sebastien's reputation begins to bloom, and Siobhan's old enemies still lurk in the shadows, she quickly realizes that the secrets of this world are deeper and darker than she ever could have imagined.

Forced to juggle the two sides of her double life, Siobhan is determined to uncover the truth and take control of the name they gave her - The Raven Queen."
True,https://www.royalroad.com/fiction/142177/crusaders-of-vampires,142177,Crusaders of Vampires,25.5,5.574852995881248,31.074852995881248,108,,,1,0,"[""Progression"", ""Grimdark"", ""Psychological"", ""Multiple Lead Characters"", ""Adventure"", ""Fantasy"", ""Thriller"", ""High Fantasy"", ""Magic"", ""Supernatural""]","[""philosophy:morality"", ""strong-tag:psychological""]","[""followers=108""]","Vampires, magic, and death. Those are the common images in Mundusia. The continent of the wicked with hidden history. Dead gods, dead nations, and dead ideas. Morality is only for the cowards. Moreover, what even is that morality? And yet, there are a few fools who actually believe in such fairytales. One of them was Leopold, the King of Luxaris. The monarch orgainsed a party of so-called heroes, aiming to destroy the vampire kind once and for all. With a twist of fate, seventeen-year-old Laudis was dragged into that madman's idea. The boy with lost memories, no family, or home, was sentenced by the Will to change his fate. On the road to freeing mankind, he has to endure massacres, battles, or even torture. Tested both mentally and physically. A long and rough journey awaits him. The journey is filled with thorns, stained by blood, and haunted by ghosts. How far can he go to pursue his goal? How much can he sacrifice himself? What is his life goal? Read, or not; the choice is yours, or is it?

Average chapter length - 2,500 words.

I'm currently rewriting older chapters to meet my current expectations. The latest rewritten chapter: ""31: The Two Cowards"".

Chapters 32-39 have the old dialogue format. I apologise for that. I'm trying to fix the issue as fast as possible, but I lack free time. I'm trying to rewrite one chapter a day, but that's not a set schedule."
